,content,rating
37,"""Many firearms experts determined the Las Vegas shooter's use of a bump stock actually prevented more casualties and (injuries) due to its inconsistency, inaccuracy, and lack of control.""",1
38,"""The Democrats filibustered the legislation that would've resulted in this shooter being in federal prison instead of murdering those innocents in that Texas church.""",1
39,"Says the New York bike path assault ""was the ninth vehicle assault used by ISIS.""",1
40,"Malia Obama was ""among 10 arrested in racist Antifa attack,"" and the cop who arrested her was ""found dead under suspicious circumstances.""",1
41,"Since 1965, California has built ""six (college) campuses but 23 prisons.""",1
42,"""Supreme Court issues its first bench warrant ever.""",1
43,"The Republican tax bill ""lets every American keep more of what they earned.""",1
44,"""The Legislative Ethics Commission continues to function.""",1
45,"Says Glenn Grothman ""is the single-most partisan member of the House.""",1
46,"""Teachers spend $1.6 BILLION per year on school supplies. The Republican tax bill ELIMINATES their ability to deduct those expenses.""",1
47,"Says the University of Florida ""requests to cancel rivalry game"" against Florida State University.",1
48,"Chicago is ""the city with the strongest gun laws in our nation.""",1
49,"""There are no background checks on long guns (AR15s) in Texas.""",1
50,"""Texas Church shooter was Antifa and wanted to start (a) 'communist revolution.' """,1
51,"Under the House Republican tax proposal, ""the average family of four earning median income ($59,000/year) will receive an additional $1,182 in their pocket every year.""",1
52,"Says Evan ""Jenkins has the same positions on the issues as Joe Manchin: supporting Hillary (Clinton), supporting cap-and-trade, supporting Planned Parenthood, many tax increases.""",1
53,"Says ""FBI and Texas State Police are both confirming that Raymond Peter Littleberry, the man accused of shooting up a Texas church, was an avid atheist on the payroll of the Democrat National Committee.""",1
54,"Charles Francis ""vows to slash funding for parks and open space.""",1
55,"""Eight in 10 people this year can find plans for $75 a month or less.""",1
56,"Says Florida ""workers are paid $8.10 an hour, and our current governor (Rick Scott) runs ads bragging about it.""",1
57,"""Liberals in County Hall want our community to be a sanctuary county""",1
58,"""With this plan, the typical family of four will save $1,182 a year on their taxes.""",1
59,"""Part of this omnibus gun bill that year (was) legalizing machine guns in the state of Missouri.""",1
60,"Says special counsel Robert Mueller ""has brought in Democrat campaign donors at a very high level"" on his team of lawyers.",1
61,"Says Jake Tapper said Allahu Akbar was a ""beautiful phrase"" after a terrorist attack in New York.",1
62,Says diversity visa immigrants are not vetted.,1
63,"""Under Gov. (Rick) Scott's leadership, Florida has had much success in lowering the rate of uninsured children.""",1
64,"""California Democrat Maxine Waters charged on 3 counts.""",1
65,"""It costs nearly five times as much in California to build and maintain a mile of road as it does in the rest of the nation.""",1
66,"""Alabama's Crimson Tide was disqualified from national championship.""",1
67,"Says actor Morgan Freeman said, ""Jailing Hillary"" is the best way to ""restore public faith in government.""",1
68,"Says the diversity visa lottery program is ""a Chuck Schumer beauty.""",1
69,"""Tammy Baldwin voted for $5 trillion in higher taxes.""",1
70,"Says HIV and AIDS rates have spiked ""due to increased heroin and fentanyl use.""",1
71,"""Hillary Clinton leaves the country as Mueller indictment is announced.""",1
72,"""Breitbart leaks names of four Dems being charged in Mueller's Russia probe.""",1
73,"""For the last 10 years, our economy has grown at less than 2 percent on average every single year for 10 years. We have not had a decade like that in a century in America.""",1
74,"The University of Missouri saw ""the biggest drop in enrollment of any major university in the country"" since the 2015 protests.",1
75,"Says Paul Manafort's alleged crimes were ""years ago, before Paul Manafort was part of the Trump campaign.""",1
76,"Says Patrick Morrisey ""ran for Congress in NJ as pro-choice.""",1
77,"""Jeff Flake's office leaks names of those charged in Mueller's Russian probe.""",1
78,"Says West Virginia is ""down to around 50 percent of the adult workers who are actually working now because of addiction or conviction.""",1
79,"""To be clear, all my investments are in a trust that I don't control.""",1
80,"""Less than half of Texans ages 18-24 are registered to vote.""",1
81,"""We have done more in eight months than the previous administration has done in many years"" against ISIS.",1
82,"Says Roy Moore ""has advocated getting the federal government out of health care altogether, which means doing away with Medicaid, which means doing away with Medicare.""",1
83,"Says the GOP plan he supports is ""the biggest tax cut in U.S. history.""",1
84,"""Youngest world leader bans George Soros's Foundations from Austria.""",1
85,"""The Travis County propositions will not raise your taxes! If you are 65 or older, your property taxes are frozen.""",1
86,"""People who die from a home invasion make up a sad but minuscule .04% of all gun murders in the U.S. And over a third of them are killed by their own gun that the criminal has either stolen or wrestled from them.""",1
87,On NFL players protesting during the national anthem.,1
88,"Abortion in the U.S. ""is at an all time legal low.""",1
89,"Says ""46 percent of people believe major national news organizations fabricate stories about me.""",1
90,"Insurance companies ""have made a fortune with Obamacare.""",1
91,"""Opioid crisis (is) the worst in ObamaCare expansion states!""",1
92,Sarah Huckabee Sanders dressed up as KKK member on Halloween in 1993.,1
93,"Says Tampa Bay Lightning hockey player J.T. Brown was ""fired after raising fist during national anthem.""",1
94,"""Tulsa school closes after brutal fire.""",1
95,"""The KKK was founded as the military arm of the Democratic Party."" ",1
96,On preserving 60-vote threshold to end a Senate filibuster.,1
97,"At a 2015 dedication of an FBI building in Florida, Rep. Frederica Wilson ""stood up there ... and talked about how she was instrumental in getting the funding for that building, and how she took care of her constituents because she got the money, and she just called up President Obama, and on that phone call he gave the money -- the $20 million -- to build the building. And she sat down.""",1
98,"Says ""80 percent of the tax breaks in"" President Donald Trump's tax-cut ""proposal go to the top 1 percent, that is, people making more than $730,000 a year.""",1
99,"""The Alamo has been consistently listed as one of the most disappointing landmarks in our nation.""",1
100,"An undocumented immigrant ""was arrested on suspicion of arson in (the) Wine Country fires that have killed at least 40 residents.""",1
101,"In 2016, there were 5,570 people in Wisconsin ""who committed crimes on probation and they were not revoked.""",1
102,"""And over the last six years, Chicago's economy has grown faster than the economies of New York City, Washington, D.C., or the national average.""",1
103,"NFL players taking a knee during the national anthem is ""against the law.""",1
104,"In the U.S. asylum system, ""claims of 'fear to return' have skyrocketed, and the percentage of claims that are genuinely meritorious are down.""",1
105,"""And I think that his engagement with Congress is something that never happened under President Obama. They were never allowed to debate it. They were never allowed to discuss it. So, now Congress is going to be fully engaged on the threats of Iran.""",1
106,"Says she debated her opponent ""multiple times.""",1
107,"""We're the highest developed nation taxed in the world.""",1
108,"""The cost-sharing reductions (were) a gift (that) they gave the insurance companies.""",1
109,"""Hillary (Clinton) caught on tape laughing about (Hurricane) Irma 'wiping out all of those Florida hillbillies'.""",1
110,"""San Juan city council votes unanimously to impeach Trump-hating mayor.""",1
111,"Says Stacey Evans ""voted for (school) vouchers...in the beginning.""",1
112,"""State government spending is at an all-time high. The state is on track to spend more in this fiscal year  〞 more than $17.9 billion  〞 than at any time in state history.""",1
113,"""The president early on called on NATO member countries to step up their contributions ... and as a result of that countries have stepped up contributions toward their own defense.""",1
114,"Says he got ""support all over Raleigh""",1
115,"""A California health care CEO is promising to reduce our prescription drug costs.""",1
116,"An Ohio ballot issue would address the fact that ""we've gone from paying about $100 for Epipens to over $600 ... We don't have a choice but to pay it and the drug companies know it.""",1
117,"The Republican tax reform proposal is focused on tax breaks for the middle class ""and not about people who are really high-income earners getting a tax break.""",1
118,"The Obama administration ""borrowed more than $10 trillion, right? And yet, we picked up $5.2 trillion just in the stock market. ... Maybe in a sense we're reducing debt.""",1
119,"A Homeland Security study ""showed 120 murders took place that could have been prevented had communities been working with ICE and Homeland Security.""",1
120,"A viral image shows LeBron James wearing a T-shirt that reads, ""We march, y'all mad. We sit down, y'all mad. We speak up, y'all mad. We die, y'all silent.""",1
121,"""Bob Corker gave us the Iran Deal.""",1
122,"""Under his leadership, Tallahassee reduced its carbon intensity by roughly 40 percent.""",1
123,"""Background checks have been unequivocally shown to reduce gun violence.""",1
124,"""Grandparents must pickup up all their grandchildren every weekend no matter what or they will be fined $5,000.""",1
125,"""Loopholes in current law prevent 'Unaccompanied Alien Children' (UACs) that arrive in the country illegally from being removed.""",1
126,"""President Trump signs executive order stripping NFL of 'non-profit' status.""",1
127,"""Jason Aldean gig canceled after he sells out to liberals on 'SNL'.""",1
128,"""There have been more than 270 mass shootings in the United States in the last year alone. That's where four or more are killed.""",1
129,"Says Winston Churchill said, ""A lie gets halfway around the world before the truth has a chance to get its pants on.""",1
130,"Trump's tax plan is ""completely focused on the wealthy and the powerful - not the middle class.""",1
131,"Says Sen. Dianne Feinstein said ""if she had 51 votes in the Senate for 'Mr. and Ms. America, turn in all of your guns,' they would do it.""",1
132,"""The Republicans are proposing to pay for their giant tax cut to the rich by gutting Medicare and Medicaid.""",1
133,"""It's time to remove any statue of Margaret Sanger who was a white suprematist (sic), spoke at kkk events & supported by democrats. #prolife""",1
134,"North Carolina has ""the strictest anti-gerrymandering standards in the entire country.""",1
135,"""In 2017, I've done 17 town halls.""",1
136,"""Celine Dion's 16-year-old Rene-Charles Angelil's was among the 58 victims who were killed"" in Las Vegas.",1
137,On whether higher federal deficits are acceptable.,1
138,"The Las Vegas shooting was the ""273rd mass shooting"" in the United States so far in 2017.",1
139,"""The crowd (in Las Vegas) fled at the sound of gunshots. Imagine the deaths if the shooter had a silencer ...""",1
140,"Bryan County, Ga., has ""corrupted voter rolls.""",1
141,"""Black Americans still earn less than 73 percent of what white men make.""",1
142,"Says ""the Kardashians donate whopping sum to Las Vegas mass shooting victims""",1
143,A flight crew took a knee and stranded the New Orleans Saints on an airport runway.,1
144,"""I think if you look to Chicago, where you had over 4,000 victims of gun-related crimes last year, they have the strictest gun laws in the country. That certainly hasn't helped there.""",1
145,"""San Juan Teamsters didn't show up for work to distribute relief supplies"" because they went on strike.",1
146,"""Las Vegas shooting witnesses report multiple gunmen dressed as security guards.""",1
147,"In the Alabama Senate runoff, ""the candidate I endorsed (Luther Strange) went up MANY points after endorsement!""",1
148,Said there is cholera in Puerto Rico after Hurricane Maria.,1
149,"""The First Amendment's the First Amendment. It goes start to finish. We can't say to one football coach you're fired if you kneel in silent prayer at the end of the game, but to a player, if you kneel in protest to a game, you're celebrated.""",1
150,Says a photograph shows Seattle Seahawks player Michael Bennett burning the United States flag.,1
151,"""The average tax bill for Americans in 2016 was a 41 percent increase from 2013.""",1
152,"""California, New York and Massachusetts, they represent about 20 percent of the population, they get close to 36 percent of Obamacare funding. It's just simply inequitable.""",1
153,"Says ""No, I don't benefit, I don't benefit"" from his tax proposal.",1
154,"""Human meat found in McDonald's meat factory""",1
155,"Ending the estate tax would ""protect millions of small businesses and the American farmer.""",1
156,"""We have one senator who's a 'yes' vote ... but he's in the hospital. And he's a 'yes' vote. So we can't do it by Friday. So we have the votes"" to pass a health care bill. ",1
157,"""The current city mayor (Kasim Reed) has been virtually absent in terms of regional cooperation the last eight years.""",1
158,"""Washington State Legislature votes to change its name because George Washington owned Slaves.""",1
159,"""Missouri Votes to Let Employers Fire People Who Use Birth Control.""",1
160,"""If you pass the so-called Dream Act, it will be the single biggest amnesty in the history of the United States, even bigger than the 1986 amnesty.""",1
161,"""12 more hurricanes headed towards U.S.""",1
162,"""NFL fines Pittsburgh Steelers $1 million each for skipping national anthem.""",1
163,"""Fox Sports cancels all NFL broadcasts 'until players respect the flag.' """,1
164,"""NFL attendance and ratings are WAY DOWN. Boring games yes, but many stay away because they love our country.""",1
165,"DACA was ""a mere memo from the Department of Homeland security under Barack Obama, which violated the laws.""",1
166,"Alabama is ""the most generous state in the union in terms of what we give to charities.""",1
167,"The GOP's health bill will protect people with pre-existing conditions ""every bit as well as Obamacare did.""",1
168,"""Roy Moore fought for pay increases for politicians while courts had to shut down because of lack of funding.""",1
169,"The Graham-Cassidy health care bill does ""include coverage of pre-existing conditions.""",1
170,"""Thomas Jefferson said, 'Government that governs least governs best.' """,1
171,"Says ""Carnival Cruise Lines will now offer free cruises"" to hurricane victims.",1
172,"""Since we took office, we have been outpacing the nation in job growth.""",1
173,"Says Ted Cruz is the ""same senator who once supported a ban on sex toys.""",1
174,"Under the Graham-Cassidy health insurance bill, in ""states like Maine, Virginia, Florida, Missouri, there will be billions more dollars to provide health insurance coverage for those in those states who have been passed by by Obamacare.""",1
175,"""Private insurance companies in this country spend between 12 and 18 percent on administration costs. The cost of administering the Medicare program, a very popular program that works well for our seniors, is 2 percent. We can save approximately $500 billion a year just in administration costs.""",1
176,"North Carolina is home to ""two rivers of the top five most polluted rivers"" in the U.S.",1
177,"""House Dems introduce bill to remove citizenship requirement from presidency.""",1
178,"""Companies are moving back, creating job growth the likes of which our country has not seen in a very long time.""",1
179,"Vermont had to ""scrap"" its single-payer health insurance program because it was ""going bankrupt.""",1
180,"""Susan Rice arrested for criminal 'unmasking' of Trump officials.""",1
181,"""U.S. comedian Kevin Hart in critical condition after gory car crash.""",1
182,"""Long gas lines forming in North Korea.""",1
183,"Says PolitiFact reported that ""95 percent of what (Donald Trump) says is a lie.""",1
184,"Says ""92 percent of the people agree on DACA.""",1
185,"""African Americans in Missouri are 75 percent more likely to be stopped and searched by law enforcement officers than caucasians.""",1
186,"Says Roy Moore is ""on the wrong side of Trump's border wall.""",1
187,"Democrats ""setup"" and ""manipulated"" the political violence in Charlottesville",1
188,"""Mass voter fraud just discovered, to the amount that could void Hillary's victory In New Hampshire.""",1
189,"""Facts have come to light that indicate that a pivotal, close election was likely changed through voter fraud on November 8, 2016: New Hampshire's U.S. Senate Seat, and perhaps also New Hampshire's four Electoral College votes in the presidential election.""",1
190,"San Francisco and Takoma Park, Md., are ""allowing illegals to vote.""",1
191,"""Calling for the assassination of the president is a federal crime.""",1
192,"""President Obama used"" his DACA order ""to unilaterally confer U.S. citizenship.""",1
193,"""So the number on DACA is 800,000, but every one person can bring in their entire extended family once they reach a certain status. So it's 3 or 4 million, right?""",1
194,"Says ""the latest polls show us tied neck-and-neck"" with Sen. Ted Cruz.",1
195,"The mobilization of the military in response to the storms in Puerto Rico and the U.S. Virgin Islands ""is the largest ever mobilization of our military in a naval and marine operation"" and an Air Force carrier there ""was the first-ever as well.""",1
196,"""Since I've been the state treasurer, we've increased the building, construction of affordable housing by 80 percent.""",1
197,"Wisconsin is ""guaranteeing Foxconn almost $3 billion, but Foxconn is not contractually guaranteeing how many full-time employees it will hire, for how long and at what pay.""",1
198,"""Muslims' disturbing plan comes out after grocery stores go bare to prepare for Irma.""",1
199,"The new Illinois school funding formula ""created a tax shelter for the wealthy and a voucher program＃""",1
200,"""Paul Ryan doesn't know what the minimum wage is in Wisconsin.""",1
201,"""Florida Governor Rick Scott now listed as 'critical' after bizarre hurricane cleanup accident.""",1
202,"""Georgia mosque keeps Hurricane Harvey donations, will send to Syrian refugees instead""",1
203,"""Mar-A-Lago (was) destroyed by (Hurricane) Irma (and) Jared Kushner (is) still missing."" ",1
204,"""The Affordable Care Act is the single largest tax increase in my lifetime.""",1
205,"""The governor's cuts would kick over 8,000 people out of their homes.""",1
206,"""Just in our first six months in office, Missouri moved up the rankings nine places ... of the best states to do business.""",1
207,"""Schools in Austin Independent School District are teaching children as young as 4 years old that their gender is fluid 每 that they're not a boy or a girl and they can choose whichever gender they want.""",1
208,"Sen. Kirsten Gillibrand ""no longer supports the fight to combat the international delegitimization of Israel.""",1
209,"""ISIS Lays Down Arms After Katy Perry's Impassioned Plea To 'Like, Just Co-Exist'""",1
210,"""30,000 scientists have come forward confirming that man-made climate change is a hoax perpetuated by the elite in order to make money.""",1
211,"Says Tony Evers ""allowed a middle-school teacher found guilty of spreading pornographic material at school to keep teaching students.""",1
212,"""Computer models show Irma destroying New York City on Sept. 10.""",1
213,"""We're still doing dumb things like telling the parent of an 11-year-old that it's against the law for them to tell their parents what they were tested on ... That will end when I'm governor.""",1
214,"""We have over a million (legal immigrants) a year, more than at any time in the history of this country. We have the largest percentage of immigrants, almost tied now with the historical high as a percentage of immigrants living in this country.""",1
215,"Says a poll showed 70 percent to 75 percent of people want to see Confederate statues ""remain up and not taken down.""",1
216,"The Clinton Foundation is sending water to Houston ""for $7 a bottle.""",1
217,"Says Barack Obama, Chuck Schumer and Hillary Clinton ""all voted for"" a border wall as senators.",1
218,"""Hurricane Irma could be a Category 6 by the time it hits East Coast.""",1
219,Says Lady Gaga was arrested after a confrontation with First Lady Melania Trump.,1
220,"""In 1986, President Ronald Reagan"" cut the business tax rate to 34 percent and ""it worked -- our economy boomed, the middle class thrived and median family income increased.""",1
221,"""We're flying 1987 planes with 1987 technology.""",1
222,"Says President Barack Obama's policy known as DACA ""contributed to a surge of minors at the southern border.""",1
223,"""My grandparents were proud immigrants to the United States of America, here to Illinois in the late 1800s. My grandparents did not speak English when they were young.""",1
224,"Hurricane Irma is ""predicted to come through Mexico, hit us and everything in between up to Houston.""",1
225,"""Navy destroyer strikes a building in downtown Houston.""",1
226,"Says Manny Pacquiao, Usain Bolt and Princes William and Harry have donated tens of millions of dollars to Hurricane Harvey victims.",1
227,"""It is shocking to me that Police Commissioner Richard Ross and Mayor Jim Kenney allowed this illegal occupation to go on for hours without taking any action to enforce the law＃""",1
228,"Says Aaron Rodgers ""is not the highest tax rate payer"" in Wisconsin, it's ""the single mom getting 24 grand in benefits with two kids who will lose 80 cents on the dollar if she goes and takes a job.""",1
229,"Says video shows Mike Pence quoting the Bible as justification for ""Congress not to fund Katrina relief effort.""",1
230,"""We stopped traffic coming through -- 78 percent.""",1
231,"""Two-thirds of the (Hurricane Sandy relief) bill had nothing to do with Sandy.""",1
232,"""Floyd Mayweather Jr. donates a whopping sum of money to Houston after hurricane.""",1
233,"""Our conservative Georgia values are under attack"" ... (People) are ""calling for the removal of George Washington and Thomas Jefferson statues.""",1
234,"""As of 2014, illegal aliens made up roughly 3.5 percent of our population, and committed over 10 percent of all murders.""",1
235,"Says former President Barack Obama ""pardoned a traitor who gave U.S. enemies state secrets, he also pardoned a terrorist who killed Americans.""",1
236,Photo shows severe flooding at a Houston airport.,1
237,"Says Adam Sandler said ""Mormons are some of the most decent people I've ever come across.""",1
238,"Says Marco Rubio took ""three quarters of a million dollars from fossil fuel executives"" during the 2016 Senate election.",1
239,"Says his conviction is ""a political witch hunt by holdovers in the Obama justice department.""",1
240,Photo shows a shark swimming on a freeway in Houston.,1
241,"""President (Donald) Trump pardons Kim Davis.""",1
242,"""Obama is in Texas serving meals!""",1
243,"Public schools, colleges and state-funded day care centers ""will be made into sanctuaries by Bruce Rauner signing SB 31.""",1
244,"Says Foxconn didn't keep a promise to build a plant in Pennsylvania because ""Pennsylvania changed governors.""",1
245,Says Rick Kriseman is $35 million over budget on St. Petersburg's new police station.,1
246,"Says Kelli Ward hosted a town hall on ""chemtrail conspiracy theories"" and is open to sponsoring chemtrails legislation.",1
247,"Says the Joker's ""Red Hood"" origin story is ""the true one.""",1
248,"""We've got dozens of counties around America that have zero insurers left.""",1
249,"""We've got a police station that's under construction right now, they are actually ahead of schedule and under budget.""",1
250,"""At the PEAK of slavery in 1860, only 1.4% of Americans owned slaves. What your history books (don't) tell you is that 3,000 blacks owned a total of 20,000 slaves the same year.""",1
251,"""Austin is the safest big city in Texas.""",1
252,"""We have become an energy exporter for the first time ever just recently.""",1
253,"""No president in history has imposed larger personal lifestyle costs on the taxpayer than Donald Trump.""",1
254,"""There aren't too many people outside protesting"" his speech at the Phoenix Convention Center.",1
255,"Says ""Barcelona terrorist"" is cousins with former President Barack Obama.",1
256,"""Rosa Parks' daughter praises (President Donald) Trump's response to Charlottesville.""",1
257,"""We took Wisconsin from the Bottom 10 for business to the Top 10.""",1
258,"""Crime has been getting worse since Jerry Brown was elected governor.""",1
259,"Gov. Roy Cooper has ""filed nearly one lawsuit a month, with every single one of them an attempt to extend his own power.""",1
260,"Says Sen. Jon Tester ""believes that we should have a national registration so that the people of Montana should have to ask permission before they purchase a gun, ask permission from the federal government.""",1
261,"""White supremacist who killed protester is a Democrat and visited (President Barack) Obama in Oval Office.""",1
262,"""(For) white working-class America, death rates among white men are up 20 percent.""",1
263,Says there is proof Democrats hired actors to plan violence in Charlottesville.,1
264,"Says he ""made St. Petersburg the state's best maintained large sewer system in 2007.""",1
265,"""70 million Americans have a criminal record  〞 that's one in three adults.""",1
266,"White nationalist protesters in Charlottesville ""had a permit. The other group didn't have a permit.""",1
267,"""The United States ended slavery around the world, and maybe we should get some credit for that, too.""",1
268,"""Study what General Pershing of the United States did to terrorists when caught. There was no more Radical Islamic Terror for 35 years!""",1
269,"Says Sen. Bill Nelson ""has aligned himself with communists and dictators,"" ""went to Venezuela to admire Chavez's revolution"" and ""supports murderers.""",1
270,"Wages ""haven't gone up for a long time.""",1
271,"""There are communities under Sharia law right now in our country. Up in Illinois. ... There's Sharia law, as I understand it, in Illinois, Indiana -- up there. I don't know.""",1
272,"House Bill 330 ""grants immunity from liability to motorists who strike protesters.""",1
273,"""Whoopi Goldberg humiliated, handcuffed and dragged out of the TV studio.""",1
274,"""Foxconn tax break could exceed $1 million per job.""",1
275,"Chicago city officials ""have adopted an official policy of protecting criminal aliens who prey on their own residents.""",1
276,"""The idea of putting up (Confederate) monuments actually didn't happen right after the Civil War. It happened during the 1960s.""",1
277,"Wisconsin's $3 billion incentive offer to Foxconn is ""the largest gift ever by a state to a foreign company.""",1
278,"""When Rick Baker heard (racist remarks from another mayoral candidate), he went after Congemi. Rick Kriseman he just looked away. Tolerating bigotry in silence is no virtue; taking it on is.""",1
279,"""Charlottesville car attacker is anti-Trump Antifa supporter.""",1
280,"""Virginia police arrest wrong person to cover for Antifa member who ran over protesters.""",1
281,"Says Jose Felix Diaz supports President Donald Trump's ""plan to slash Medicare, charge older Americans an age tax and cut coverage for pre-existing conditions.""",1
282,"Emails show Democrats, Hillary Clinton and George Soros instigated and orchestrated racial protests in Charlottesville by trying to ""control"" and keep people ""desperate.""",1
283,"""Dwayne 'The Rock' (Johnson) Has Officially Filed For The 2020 Presidential Campaign""",1
284,"""Every one of the financial bad management practices that I inherited, every one of them, have either been eliminated or cut significantly.""",1
285,"""Violent crimes where a firearm is used have remained static since 2013 in both New York State and Erie County""",1
286,"On Foxconn deal, ""3,000 jobs cost #WI taxpayers more than $3 billion in tax giveaways. Break it down: more than $1 million in taxpayer dollars per job.""",1
287,"""There's no such thing as a lone wolf. ... That was a phrase invented by the last administration to make Americans stupid.""",1
288,"""Barron Trump Rushed To The Hospital, Hospital Releases Statement On His Condition""",1
289,"Says that compared to Rick Baker's time as mayor, Kriseman ""had wet weather events that he did not experience"" that caused sewage spills. Baker ""went through significant periods of drought during his time as mayor.""",1
290,"Tornado carries mobile home 130 miles, family inside unharmed.",1
291,"Says Scott Walker ""has taken money away from internet expansion in our state.""",1
292,"""At the end of 2016, there were 23 percent fewer federal prosecutions than in 2011, so (prosecutors) looked at this scourge (opioid deaths) and they let it go by.""",1
293,"""Bill Clinton gave North Korea $5 billion and two nuclear reactors in 1994, essentially giving them nukes.""",1
294,"""My first order as president was to renovate and modernize our nuclear arsenal. It is now far stronger and more powerful than ever before.""",1
295,"Says President Donald ""Trump orders 13 Obama deep state operatives arrested for treason.""",1
296,Eighty percent of the school tax bills in the state of Pennsylvania went up over last year.,1
297,"Says Russian President Vladimir Putin said Pope Francis ""is not a man of God.""",1
298,"U.S. Sen. John McCain ""was singlehandedly responsible for starting a fire on (the) USS Forrestal aircraft carrier.""",1
299,"""Kim Jong Un killed in (President Donald) Trump's overnight black op attack on North Korea.""",1
300,"""You have almost half the counties in America that have one provider or no provider for insurance"" on the Obamacare exchanges.",1
301,"Untaxed corporate earnings used to be ""$2.5 trillion ＃ I guess it's $5 trillion now. Whatever it is, it's a lot more. So we have anywhere from 4 (trillion) to 5 or even more trillions of dollars sitting offshore.""",1
302,"""Hillary Clinton has third heart attack  〞 docs says she 'won't survive'.""",1
303,"Says a New York physician and his wife jumped to their deaths because they ""can't afford"" Obamacare.",1
304,"Because of the failure to pass a repeal bill, ""Obamacare remains the law of the land ... This means more than 300,000 Georgians below the poverty line will still not have access to the insurance Obamacare promised.""",1
305,"""A witness will testify against Hillary Clinton.""",1
306,"""The border is down 78 percent. Under past administrations, the border didn't go down -- it went up.""",1
307,"Says Dallas Cowboys owner Jerry Jones told players: ""Stand for the Anthem or you're off team.""",1
308,"""As Governor, Wolf has already proposed more than $8B in tax increases.""",1
309,"Says Debbie Wasserman Schultz ""going to mental hospital after what she did overnight desperate to escape arrest.""",1
310,"Says Scott Walker ""wants state taxpayers to dole out up to $250 million annually in incentives"" to Foxconn ""to lure a manufacturing plant to Wisconsin that he claims will generate $181 million in tax revenue.""",1
311,"""Corporations have NEVER made as much money as they are making now.""",1
312,"As written, the (Illinois school funding) bill includes a bailout of Chicago's broken teacher pension system.",1
313,"""Business spirit is the highest it's ever been, according to polls.""",1
314,"Says Donald Trump was seen ""looking deliberately over a disabled child's head, ignoring his outstretched hand.""",1
315,"California and New York are ""the two biggest polluting states in the country.""",1
316,"""Barack Obama tweets sick attack on John McCain, says he should have died.""",1
